datafile,source,datafile,completeness,consider,year,station,fname_rainfall,fname_erosivity,file_exists
KMI_FS3_1940,KMI,KMI_FS3_1940,1,1,1940,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1940.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1940new cumdistr salles.txt,1
KMI_FS3_1939,KMI,KMI_FS3_1939,1,1,1939,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1939.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1939new cumdistr salles.txt,1
KMI_FS3_1938,KMI,KMI_FS3_1938,1,1,1938,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1938.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1938new cumdistr salles.txt,1
KMI_6459_2019,KMI,KMI_6459_2019,1,1,2019,KMI_6459,,,
P03_017_2005,VMM,P03_017_2005,0.879355174,0,2005,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2005new cumdistr salles.txt,1
P03_017_2006,VMM,P03_017_2006,0.838645911,0,2006,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2006new cumdistr salles.txt,1
P03_017_2007,VMM,P03_017_2007,0.883296324,0,2007,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2007new cumdistr salles.txt,1
P03_017_2008,VMM,P03_017_2008,0.941504178,0,2008,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2008new cumdistr salles.txt,1
KMI_FS3_1937,KMI,KMI_FS3_1937,1,1,1937,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1937.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1937new cumdistr salles.txt,1
KMI_FS3_1936,KMI,KMI_FS3_1936,1,1,1936,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1936.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1936new cumdistr salles.txt,1
P03_017_2011,VMM,P03_017_2011,0.363555893,0,2011,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2011new cumdistr salles.txt,1
P03_017_2012,VMM,P03_017_2012,0.543265414,0,2012,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2012new cumdistr salles.txt,1
P03_017_2013,VMM,P03_017_2013,0.126544944,0,2013,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2013new cumdistr salles.txt,1
KMI_FS3_1935,KMI,KMI_FS3_1935,1,1,1935,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1935.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1935new cumdistr salles.txt,1
P03_017_2015,VMM,P03_017_2015,0.792486943,0,2015,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2015new cumdistr salles.txt,1
P03_017_2016,VMM,P03_017_2016,0.321173469,0,2016,P03_017,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_017_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_017_2016new cumdistr salles.txt,1
KMI_FS3_1934,KMI,KMI_FS3_1934,1,1,1934,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1934.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1934new cumdistr salles.txt,1
KMI_6459_2020,KMI,KMI_6459_2020,1,1,2020,KMI_6459,,,
KMI_FS3_1933,KMI,KMI_FS3_1933,1,1,1933,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1933.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1933new cumdistr salles.txt,1
KMI_FS3_1932,KMI,KMI_FS3_1932,1,1,1932,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1932.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1932new cumdistr salles.txt,1
KMI_FS3_1931,KMI,KMI_FS3_1931,1,1,1931,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1931.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1931new cumdistr salles.txt,1
KMI_FS3_1930,KMI,KMI_FS3_1930,1,1,1930,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1930.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1930new cumdistr salles.txt,1
P03_036_2013,VMM,P03_036_2013,0.785128205,0,2013,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2013new cumdistr salles.txt,1
P03_036_2014,VMM,P03_036_2014,0.617152236,0,2014,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2014new cumdistr salles.txt,1
P03_036_2015,VMM,P03_036_2015,0.933895539,0,2015,P03_036,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_036_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_036_2015new cumdistr salles.txt,1
KMI_FS3_1929,KMI,KMI_FS3_1929,1,1,1929,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1929.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1929new cumdistr salles.txt,1
KMI_FS3_1928,KMI,KMI_FS3_1928,1,1,1928,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1928.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1928new cumdistr salles.txt,1
P03_041_2009,VMM,P03_041_2009,0.925118483,0,2009,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2009new cumdistr salles.txt,1
KMI_FS3_1927,KMI,KMI_FS3_1927,1,1,1927,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1927.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1927new cumdistr salles.txt,1
KMI_FS3_1926,KMI,KMI_FS3_1926,1,1,1926,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1926.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1926new cumdistr salles.txt,1
P03_041_2012,VMM,P03_041_2012,0.896143566,0,2012,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2012new cumdistr salles.txt,1
P03_041_2013,VMM,P03_041_2013,0.874848705,0,2013,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2013new cumdistr salles.txt,1
KMI_FS3_1925,KMI,KMI_FS3_1925,1,1,1925,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1925.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1925new cumdistr salles.txt,1
P03_041_2015,VMM,P03_041_2015,0.920900851,0,2015,P03_041,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P03_041_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P03_041_2015new cumdistr salles.txt,1
KMI_FS3_1924,KMI,KMI_FS3_1924,1,1,1924,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1924.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1924new cumdistr salles.txt,1
KMI_FS3_1923,KMI,KMI_FS3_1923,1,1,1923,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1923.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1923new cumdistr salles.txt,1
KMI_6464_2012,KMI,KMI_6464_2012,-1,0,2012,KMI_6464,,,
KMI_FS3_1922,KMI,KMI_FS3_1922,1,1,1922,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1922.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1922new cumdistr salles.txt,1
P04_001_2006,VMM,P04_001_2006,0.561068702,0,2006,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2006new cumdistr salles.txt,1
P04_001_2007,VMM,P04_001_2007,0.711954304,0,2007,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2007new cumdistr salles.txt,1
P04_001_2008,VMM,P04_001_2008,0.942783209,0,2008,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2008new cumdistr salles.txt,1
KMI_FS3_1921,KMI,KMI_FS3_1921,1,1,1921,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1921.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1921new cumdistr salles.txt,1
KMI_FS3_1920,KMI,KMI_FS3_1920,1,1,1920,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1920.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1920new cumdistr salles.txt,1
KMI_FS3_1919,KMI,KMI_FS3_1919,1,1,1919,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1919.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1919new cumdistr salles.txt,1
KMI_FS3_1918,KMI,KMI_FS3_1918,1,1,1918,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1918.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1918new cumdistr salles.txt,1
P04_001_2013,VMM,P04_001_2013,0.518340068,0,2013,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2013new cumdistr salles.txt,1
P04_001_2014,VMM,P04_001_2014,0.454758321,0,2014,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2014new cumdistr salles.txt,1
P04_001_2015,VMM,P04_001_2015,0.569822589,0,2015,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2015new cumdistr salles.txt,1
KMI_FS3_1917,KMI,KMI_FS3_1917,1,1,1917,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1917.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1917new cumdistr salles.txt,1
P04_001_2017,VMM,P04_001_2017,0.637441204,0,2017,P04_001,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_001_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_001_2017new cumdistr salles.txt,1
KMI_6464_2019,KMI,KMI_6464_2019,1,1,2019,KMI_6464,,,
KMI_FS3_1916,KMI,KMI_FS3_1916,1,1,1916,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1916.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1916new cumdistr salles.txt,1
P04_020_2008,VMM,P04_020_2008,0.246966766,0,2008,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2008new cumdistr salles.txt,1
KMI_6464_2020,KMI,KMI_6464_2020,0.995875344,1,2020,KMI_6464,,,
KMI_FS3_1915,KMI,KMI_FS3_1915,1,1,1915,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1915.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1915new cumdistr salles.txt,1
KMI_FS3_1914,KMI,KMI_FS3_1914,1,1,1914,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1914.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1914new cumdistr salles.txt,1
KMI_FS3_1913,KMI,KMI_FS3_1913,1,1,1913,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1913.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1913new cumdistr salles.txt,1
P04_020_2013,VMM,P04_020_2013,0.861117294,0,2013,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2013new cumdistr salles.txt,1
KMI_FS3_1912,KMI,KMI_FS3_1912,1,1,1912,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1912.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1912new cumdistr salles.txt,1
P04_020_2015,VMM,P04_020_2015,0.165212687,0,2015,P04_020,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_020_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_020_2015new cumdistr salles.txt,1
KMI_FS3_1911,KMI,KMI_FS3_1911,1,1,1911,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1911.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1911new cumdistr salles.txt,1
KMI_FS3_1910,KMI,KMI_FS3_1910,1,1,1910,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1910.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1910new cumdistr salles.txt,1
KMI_6472_2002,KMI,KMI_6472_2002,-1,0,2002,KMI_6472,,,
KMI_FS3_1909,KMI,KMI_FS3_1909,1,1,1909,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1909.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1909new cumdistr salles.txt,1
P04_027_2010,VMM,P04_027_2010,0.861263158,0,2010,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2010new cumdistr salles.txt,1
KMI_FS3_1908,KMI,KMI_FS3_1908,1,1,1908,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1908.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1908new cumdistr salles.txt,1
P04_027_2012,VMM,P04_027_2012,0.815624368,0,2012,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2012new cumdistr salles.txt,1
P04_027_2013,VMM,P04_027_2013,0.807462687,0,2013,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2013new cumdistr salles.txt,1
KMI_FS3_1907,KMI,KMI_FS3_1907,1,1,1907,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1907.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1907new cumdistr salles.txt,1
KMI_FS3_1906,KMI,KMI_FS3_1906,1,1,1906,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1906.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1906new cumdistr salles.txt,1
P04_027_2016,VMM,P04_027_2016,0.763771809,0,2016,P04_027,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P04_027_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P04_027_2016new cumdistr salles.txt,1
KMI_FS3_1905,KMI,KMI_FS3_1905,1,1,1905,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1905.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1905new cumdistr salles.txt,1
KMI_6472_2019,KMI,KMI_6472_2019,0.963026361,1,2019,KMI_6472,,,
KMI_FS3_1904,KMI,KMI_FS3_1904,1,1,1904,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1904.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1904new cumdistr salles.txt,1
