datafile,source,datafile,completeness,consider,year,station,fname_rainfall,fname_erosivity,file_exists
P01_029_2009,VMM,P01_029_2009,0.998099891,1,2009,P01_029,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_029_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_029_2009new cumdistr salles.txt,1
P01_015_2017,VMM,P01_015_2017,0.996649406,1,2017,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2017new cumdistr salles.txt,1
P01_015_2015,VMM,P01_015_2015,1,1,2015,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2015new cumdistr salles.txt,1
P01_015_2014,VMM,P01_015_2014,0.992957746,1,2014,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2014new cumdistr salles.txt,1
P01_015_2012,VMM,P01_015_2012,0.982667309,1,2012,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2012new cumdistr salles.txt,1
P01_015_2011,VMM,P01_015_2011,0.999318337,1,2011,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2011new cumdistr salles.txt,1
P01_015_2009,VMM,P01_015_2009,0.997792494,1,2009,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2009new cumdistr salles.txt,1
P01_015_2008,VMM,P01_015_2008,0.97,1,2008,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2008new cumdistr salles.txt,1
P01_010_2017,VMM,P01_010_2017,0.996311097,1,2017,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2017new cumdistr salles.txt,1
P01_010_2016,VMM,P01_010_2016,0.987887324,1,2016,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2016new cumdistr salles.txt,1
P01_010_2015,VMM,P01_010_2015,0.999699158,1,2015,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2015new cumdistr salles.txt,1
P01_010_2012,VMM,P01_010_2012,0.982737661,1,2012,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2012new cumdistr salles.txt,1
P01_010_2010,VMM,P01_010_2010,0.995390377,1,2010,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2010new cumdistr salles.txt,1
P01_010_2008,VMM,P01_010_2008,0.977172717,1,2008,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2008new cumdistr salles.txt,1
P01_003_2017,VMM,P01_003_2017,0.997391304,1,2017,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2017new cumdistr salles.txt,1
P01_003_2016,VMM,P01_003_2016,1,1,2016,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2016new cumdistr salles.txt,1
P01_003_2014,VMM,P01_003_2014,1,1,2014,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2014new cumdistr salles.txt,1
P01_003_2012,VMM,P01_003_2012,0.95988935,1,2012,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2012new cumdistr salles.txt,1
P01_003_2010,VMM,P01_003_2010,0.998112699,1,2010,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2010new cumdistr salles.txt,1
P01_003_2008,VMM,P01_003_2008,0.976264481,1,2008,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2008new cumdistr salles.txt,1
P01_003_2006,VMM,P01_003_2006,0.999441341,1,2006,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2006new cumdistr salles.txt,1
P01_003_2005,VMM,P01_003_2005,0.999447208,1,2005,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2005new cumdistr salles.txt,1
KMI_FS3_2002,KMI,KMI_FS3_2002,1,1,2002,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_2002.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_2002new cumdistr salles.txt,1
KMI_FS3_2001,KMI,KMI_FS3_2001,1,1,2001,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_2001.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_2001new cumdistr salles.txt,1
KMI_FS3_2000,KMI,KMI_FS3_2000,1,1,2000,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_2000.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_2000new cumdistr salles.txt,1
KMI_FS3_1999,KMI,KMI_FS3_1999,1,1,1999,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1999.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1999new cumdistr salles.txt,1
KMI_FS3_1998,KMI,KMI_FS3_1998,1,1,1998,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1998.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1998new cumdistr salles.txt,1
KMI_FS3_1997,KMI,KMI_FS3_1997,1,1,1997,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1997.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1997new cumdistr salles.txt,1
KMI_FS3_1996,KMI,KMI_FS3_1996,1,1,1996,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1996.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1996new cumdistr salles.txt,1
KMI_FS3_1995,KMI,KMI_FS3_1995,1,1,1995,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1995.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1995new cumdistr salles.txt,1
KMI_FS3_1994,KMI,KMI_FS3_1994,1,1,1994,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1994.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1994new cumdistr salles.txt,1
KMI_FS3_1993,KMI,KMI_FS3_1993,1,1,1993,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1993.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1993new cumdistr salles.txt,1
KMI_FS3_1992,KMI,KMI_FS3_1992,1,1,1992,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1992.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1992new cumdistr salles.txt,1
KMI_FS3_1991,KMI,KMI_FS3_1991,1,1,1991,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1991.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1991new cumdistr salles.txt,1
KMI_FS3_1990,KMI,KMI_FS3_1990,1,1,1990,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1990.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1990new cumdistr salles.txt,1
KMI_6439_2007,KMI,KMI_6439_2007,-1,0,2007,KMI_6439,,,
KMI_FS3_1989,KMI,KMI_FS3_1989,1,1,1989,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1989.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1989new cumdistr salles.txt,1
KMI_FS3_1988,KMI,KMI_FS3_1988,1,1,1988,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1988.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1988new cumdistr salles.txt,1
P01_003_2007,VMM,P01_003_2007,0.771866717,0,2007,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2007new cumdistr salles.txt,1
KMI_FS3_1987,KMI,KMI_FS3_1987,1,1,1987,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1987.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1987new cumdistr salles.txt,1
P01_003_2009,VMM,P01_003_2009,0.482050603,0,2009,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2009new cumdistr salles.txt,1
KMI_FS3_1986,KMI,KMI_FS3_1986,1,1,1986,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1986.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1986new cumdistr salles.txt,1
P01_003_2011,VMM,P01_003_2011,0.651791326,0,2011,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2011new cumdistr salles.txt,1
KMI_FS3_1985,KMI,KMI_FS3_1985,1,1,1985,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1985.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1985new cumdistr salles.txt,1
P01_003_2013,VMM,P01_003_2013,0.885883155,0,2013,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2013new cumdistr salles.txt,1
KMI_FS3_1984,KMI,KMI_FS3_1984,1,1,1984,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1984.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1984new cumdistr salles.txt,1
P01_003_2015,VMM,P01_003_2015,0.896373057,0,2015,P01_003,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_003_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_003_2015new cumdistr salles.txt,1
KMI_FS3_1983,KMI,KMI_FS3_1983,1,1,1983,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1983.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1983new cumdistr salles.txt,1
KMI_FS3_1982,KMI,KMI_FS3_1982,1,1,1982,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1982.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1982new cumdistr salles.txt,1
KMI_6439_2019,KMI,KMI_6439_2019,0.934673367,0,2019,KMI_6439,,,
P01_010_2005,VMM,P01_010_2005,0.898659103,0,2005,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2005new cumdistr salles.txt,1
P01_010_2006,VMM,P01_010_2006,0.816990291,0,2006,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2006new cumdistr salles.txt,1
P01_010_2007,VMM,P01_010_2007,0.835008179,0,2007,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2007new cumdistr salles.txt,1
KMI_FS3_1981,KMI,KMI_FS3_1981,1,1,1981,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1981.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1981new cumdistr salles.txt,1
P01_010_2009,VMM,P01_010_2009,0.779814438,0,2009,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2009new cumdistr salles.txt,1
KMI_FS3_1980,KMI,KMI_FS3_1980,1,1,1980,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1980.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1980new cumdistr salles.txt,1
P01_010_2011,VMM,P01_010_2011,0.8802515,0,2011,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2011new cumdistr salles.txt,1
KMI_FS3_1979,KMI,KMI_FS3_1979,1,1,1979,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1979.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1979new cumdistr salles.txt,1
P01_010_2013,VMM,P01_010_2013,0.312018376,0,2013,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2013new cumdistr salles.txt,1
P01_010_2014,VMM,P01_010_2014,0.177440965,0,2014,P01_010,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_010_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_010_2014new cumdistr salles.txt,1
KMI_FS3_1978,KMI,KMI_FS3_1978,1,1,1978,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1978.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1978new cumdistr salles.txt,1
KMI_FS3_1977,KMI,KMI_FS3_1977,1,1,1977,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1977.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1977new cumdistr salles.txt,1
KMI_FS3_1976,KMI,KMI_FS3_1976,1,1,1976,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1976.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1976new cumdistr salles.txt,1
KMI_6439_2020,KMI,KMI_6439_2020,0.99705635,1,2020,KMI_6439,,,
P01_015_2005,VMM,P01_015_2005,0.905433647,0,2005,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2005new cumdistr salles.txt,1
P01_015_2006,VMM,P01_015_2006,0.761716018,0,2006,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2006new cumdistr salles.txt,1
P01_015_2007,VMM,P01_015_2007,0.9,0,2007,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2007.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2007new cumdistr salles.txt,1
KMI_FS3_1975,KMI,KMI_FS3_1975,1,1,1975,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1975.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1975new cumdistr salles.txt,1
KMI_FS3_1974,KMI,KMI_FS3_1974,1,1,1974,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1974.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1974new cumdistr salles.txt,1
P01_015_2010,VMM,P01_015_2010,0.487432537,0,2010,P01_015,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P01_015_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P01_015_2010new cumdistr salles.txt,1
KMI_FS3_1973,KMI,KMI_FS3_1973,1,1,1973,KMI_FS3,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_FS3_1973.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_FS3_1973new cumdistr salles.txt,1
